Year,Title,DOI,DOI_Link,Authors
2019,Forecasting Dengue Fever Epidemics using ARIMA Model,10.1145/3375959.3375970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089227969&doi=10.1145%2f3375959.3375970&partnerID=40&md5=77ad44e2a56bca949e62859a31049958,"Somboonsak, Patsaraporn (37071615400)"
2019,PCA-Polynomial-ELM Model Optimal for Detection of NS1 Adulterated Salivary SERS Spectra,10.1088/1742-6596/1372/1/012064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076490083&doi=10.1088%2f1742-6596%2f1372%2f1%2f012064&partnerID=40&md5=619a72ddd2804e71f901b2a30aa1b74d,"Othman, Nur Hainani (57205876515); Yoot Lee, Khuan (57212345585); Mohd Radzol, Afaf Rozan (55232461000); Mansor, Wahidah (16175247200); Amanina Yusoff, Nur (57212344467)"
2018,"Application of Artificial Neural Networks for Dengue Fever Outbreak Predictions in the Northwest Coast of Yucatan, Mexico and San Juan, Puerto Rico",10.3390/tropicalmed3010005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060778665&doi=10.3390%2ftropicalmed3010005&partnerID=40&md5=841409c40b19497da5965585f131ed3d,"Laureano-Rosario, Abdiel E. (57194003818); Duncan, Andrew P. (55796334200); Mendez-Lazaro, Pablo A. (56245075600); Garcia-Rejon, Julian E. (6507305116); Gomez-Carro, Salvador (24758181000); Farfan-Ale, Jose (6602646734); Savic, Dragan A. (35580202000); Muller-Karger, Frank E. (7006003656)"
2018,Application of Fuzzy Cognitive Map for geospatial dengue outbreak risk prediction of tropical regions of Southern India,10.3233/IDT-180330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044388649&doi=10.3233%2fIDT-180330&partnerID=40&md5=467e1a1e26e6bf9d4b3a065d4714d78a,"Jayashree, L.S. (16047732000); Lakshmi Devi, R. (57208683685); Papandrianos, Nikolaos (24779749100); Papageorgiou, Elpiniki I. (56429800100)"
2018,Comparative study of multiclass classification methods on light microscopic images for hepatic schistosomiasis fibrosis diagnosis,10.1007/s13755-018-0047-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078044463&doi=10.1007%2fs13755-018-0047-z&partnerID=40&md5=439e06d085b678b92e4869000a30c824,"Ashour, Amira S. (7005633559); Hawas, Ahmed Refaat (57201915980); Guo, Yanhui (55712447000)"
2018,Comparison of three data mining models for prediction of advanced schistosomiasis prognosis in the Hubei province,10.1371/journal.pntd.0006262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044373255&doi=10.1371%2fjournal.pntd.0006262&partnerID=40&md5=34f69357bbe32a27439e5fc7f2592f4b,"Li, Guo (56211153700); Zhou, Xiaorong (56428100300); Liu, Jianbing (56075121700); Chen, Yuanqi (58748750700); Zhang, Hengtao (57201334557); Chen, Yanyan (55455392100); Liu, Jianhua (36664820400); Jiang, Hongbo (57069279900); Yang, Junjing (55455477700); Nie, Shaofa (18537215800)"
2018,Ensemble of subspace discriminant classifiers for schistosomal liver fibrosis staging in mice microscopic images,10.1007/s13755-018-0059-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126702785&doi=10.1007%2fs13755-018-0059-8&partnerID=40&md5=5423e8b6b6a0e8535658390b1ad9bf4d,"Ashour, Amira S. (7005633559); Guo, Yanhui (55712447000); Hawas, Ahmed Refaat (57201915980); Xu, Guan (55510777100)"
2018,Hybrid feature extraction techniques for microscopic hepatic fibrosis classification,10.1002/jemt.22985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040196971&doi=10.1002%2fjemt.22985&partnerID=40&md5=cd14d567b09d40c1c77982e530e7b8ce,"Ashour, Dalia S. (39261145000); Abou Rayia, Dina M. (35602585000); Maher Ata, Mohamed (57200201311); Ashour, Amira S. (7005633559); Abd Elnaby, Mustafa M. (7801527468)"
2018,Portable and power-free serodiagnosis of Chagas disease using magnetic levitating microbeads,10.1039/c8an01374h,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053409235&doi=10.1039%2fc8an01374h&partnerID=40&md5=87f1bb36f808b50b5ea22752f1e62281,"Castro, Beatriz (57191629185); Sala de Medeiros, Marina (57203874280); Sadri, Behnam (55152737200); Martinez, Ramses V. (57208893424)"
2018,Rifaximin reduces markers of inflammation and bacterial 16S rRNA in Zambian adults with hepatosplenic schistosomiasis: A randomized control trial,10.4269/ajtmh.17-0637,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045433038&doi=10.4269%2fajtmh.17-0637&partnerID=40&md5=6af1f1f9a0dc50e33bea2a8d4bc275a0,"Sinkala, Edford (26538102800); Zyambo, Kanekwa (56717697000); Besa, Ellen (56375247300); Kaonga, Patrick (56192424500); Nsokolo, Bright (57201396687); Kayamba, Violet (55635907500); Vinikoor, Michael (34868896300); Zulu, Rabison (57201641169); Bwalya, Martin (57201634962); Foster, Graham R. (7403211206); Kelly, Paul (7403399928)"
2018,The Diagnosis of Dengue Disease: An Evaluation of Three Machine Learning Approaches,10.4018/IJHISI.2018070101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045874948&doi=10.4018%2fIJHISI.2018070101&partnerID=40&md5=8400a622c6f83d811b9702efcece3903,"Gambhir, Shalini (57191830184); Malik, Sanjay Kumar (55757783601); Kumar, Yugal (55085037000)"
2018,Classification of childhood diseases with fever using fuzzy K-nearest neighbor method,10.1109/ISRITI.2018.8864475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074202925&doi=10.1109%2fISRITI.2018.8864475&partnerID=40&md5=6772130876c28111bfcf66028e8e373f,"Putra, Rizky Karunia (57211503265); Mulyati, Sri (58036796200)"
2017,Prognostic factors in severe chagasic heart failure; [Fatores Prognósticos na Insuficiência Cardíaca Grave de Etiologia Chagásica],10.5935/abc.20170027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018701199&doi=10.5935%2fabc.20170027&partnerID=40&md5=ccbc2af27b44ca7eae2690e0d6187618,"Costa, Sandra de Araújo (56199407700); Rassi, Salvador (24481949500); Freitas, Elis Marra da Madeira (56199355100); Gutierrez, Natália da Silva (7004008329); Boaventura, Fabiana Miranda (57194090397); Sampaio, Larissa Pereira da Costa (57194093326); Silva, João Bastista Masson (56675132700)"
2017,Screening of Wolbachia Endosymbiont Infection in Aedes aegypti Mosquitoes Using Attenuated Total Reflection Mid-Infrared Spectroscopy,10.1021/acs.analchem.6b04827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020873910&doi=10.1021%2facs.analchem.6b04827&partnerID=40&md5=6a0209d086d24c9007448d9327356f9e,"Khoshmanesh, Aazam (6602912133); Christensen, Dale (57194564533); Perez-Guaita, David (57200010619); Iturbe-Ormaetxe, Inaki (6603602071); O'Neill, Scott L. (7102723185); McNaughton, Don (7006370547); Wood, Bayden R. (7401873319)"
2017,SisLeish: A multi-country standardized information system to monitor the status of Leishmaniasis in the Americas,10.1371/journal.pntd.0005868,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030448488&doi=10.1371%2fjournal.pntd.0005868&partnerID=40&md5=bb4edb253e089baea280b485550a742f,"Maia-Elkhoury, Ana N. S. (15132065300); O. B. Valadas, Samantha Y. (57195950442); Puppim-Buzanovsky, Lia (57195950413); Rocha, Felipe (59266782900); Sanchez-Vazquez, Manuel J. (16319733900)"
2016,Minimizing spatial variability of healthcare spatial accessibility—the case of a dengue fever outbreak,10.3390/ijerph13121235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006990941&doi=10.3390%2fijerph13121235&partnerID=40&md5=d9d414f9627bfca2e3e9c5535d52fb49,"Chu, Hone-Jay (35095032000); Lin, Bo-Cheng (57096177400); Yu, Ming-Run (57192646676); Chan, Ta-Chien (15828770700)"
2016,Network or regression-based methods for disease discrimination: A comparison study,10.1186/s12874-016-0207-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982306919&doi=10.1186%2fs12874-016-0207-2&partnerID=40&md5=7eefd46fd1e27310905924acda0f54b9,"Zhang, Xiaoshuai (55376640400); Yuan, Zhongshang (22636598200); Ji, Jiadong (55860167700); Li, Hongkai (56160279400); Xue, Fuzhong (8925496400)"
2016,Performance of hybrid GANN in comparison with other standalone models on dengue outbreak prediction,10.3844/jcssp.2016.300.306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984861320&doi=10.3844%2fjcssp.2016.300.306&partnerID=40&md5=7ff3f75a6a87bd1c072e851db59329db,"Husin, Nor Azura (25825147600); Mustapha, Norwati (24802568600); Sulaiman, Md. Nasir (22434244300); Yaacob, Razali (35114052600); Hamdan, Hazlina (36632085100); Hussin, Masnida (36988062600)"
2016,Schistosomiasis in school-age children in Burkina Faso after a decade of preventive chemotherapy; [La schistosomiase chez les enfants d’âge scolaire au Burkina Faso après une décennie de chimiothérapie préventive]; [La esquistosomiasis en los niños en edad escolar de Burkina Faso tras una década de quimioterapia preventiva],10.2471/BLT.15.161885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953314375&doi=10.2471%2fBLT.15.161885&partnerID=40&md5=a25bfa246225b9eae2534eb7ec3474d3,"Ouedraogo, Hamado (15064702300); Drabo, François (54882264600); Zongo, Dramane (24922269200); Bagayan, Mohamed (57039124500); Bamba, Issouf (36986704300); Pima, Tiba (57039179700); Yago-Wienne, Fanny (57039120200); Toubali, Emily (55159703900); Zhang, Yaobi (14625801100)"
2016,THE EFFECT OF STEM CELLS AS AN ADJUVANT ON THE IMMUNOGENICITY OF A POTENTIAL ANTI-SCHISTOSOMAL VACCINE IN MICE,10.12816/0033990,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055078912&doi=10.12816%2f0033990&partnerID=40&md5=d7df04b96588a779684cc7abb8c5a625,"Etewa, Samia E. (6602580860); Abd Allah, Somia H. (52263269800); Badawey, Maha S R (57201359093); Shalaby, Sally M. (35086848200); El-Shal, Amal S. (37072105800); El Shafey, Mahmoud A. (56338813400); Bareedy, Mohamed H. (6508011314); Sarhan, Mohamed H. (57199499978)"
2016,Use of a Chagas Urine Nanoparticle Test (Chunap) to Correlate with Parasitemia Levels in T. cruzi/HIV Co-infected Patients,10.1371/journal.pntd.0004407,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959303844&doi=10.1371%2fjournal.pntd.0004407&partnerID=40&md5=d63b553a2ce5cd0ce0da6193de441309,"Castro-Sesquen, Yagahira E. (49862698700); Gilman, Robert H. (57202677769); Mejia, Carolina (57055338900); Clark, Daniel E. (57143307300); Choi, Jeong (56469954600); Reimer-McAtee, Melissa J. (56685637500); Castro, Rosario (56684179600); Valencia-Ayala, Edward (56577697900); Flores, Jorge (57143627700); Bowman, Natalie (57196511939); Castillo-Neyra, Ricardo (38761061900); Torrico, Faustino (6602160843); Liotta, Lance (35394613100); Bern, Caryn (7005785891); Luchini, Alessandra (36086501700)"
2016,Detection of NS1 from SERS spectra using K-NN integrated with PCA,10.1109/IECBES.2016.7843421,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015640781&doi=10.1109%2fIECBES.2016.7843421&partnerID=40&md5=89c089c97b58bf2cdac4e6607a018ed7,"Othman, N.H. (57205876515); Lee, Khuan Y. (14042088400); Radzol, A.R.M. (55232461000); Mansor, W. (16175247200); Rashid, U.R.M. (57193644891)"
2016,Early diagnosis of dengue disease using fuzzy inference system,10.1109/MicroCom.2016.7522513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983471886&doi=10.1109%2fMicroCom.2016.7522513&partnerID=40&md5=65a4a8bc168462838ba4b6a32f126662,"Saikia, Darshana (57190860399); Dutta, Jiten Chandra (55084616100)"
2016,Leprosy lesion recognition using convolutional neural networks,10.1109/ICMLC.2016.7860891,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021149384&doi=10.1109%2fICMLC.2016.7860891&partnerID=40&md5=ddf6b3a2121c544c4a21c725fe2dad94,"Baweja, Harjatin Singh (57194589739); Parhar, Tanvir (57194589030)"
2015,Follow-up of an Asymptomatic Chagas Disease Population of Children after Treatment with Nifurtimox (Lampit) in a Sylvatic Endemic Transmission Area of Colombia,10.1371/journal.pntd.0003465,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924031840&doi=10.1371%2fjournal.pntd.0003465&partnerID=40&md5=afb3d34a67e52b3f21f519d96edbd7b1,"Bianchi, Fiorella (56535950900); Cucunubá, Zulma (23090507600); Guhl, Felipe (55581213200); González, Nadia Lorena (56536029300); Freilij, Hector (6602129848); Nicholls, Rubén Santiago (24379962900); Ramírez, Juan David (35741723300); Montilla, Marleny (6603951388); Flórez, Astrid Carolina (36518369300); Rosas, Fernando (57212549230); Saavedra, Victor (57210630539); Silva, Nubia (57209183643)"
2015,Interleukin (IL)-6 and IL-10 are up regulated in late stage Trypanosoma brucei rhodesiense sleeping sickness,10.1371/journal.pntd.0003835,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934779976&doi=10.1371%2fjournal.pntd.0003835&partnerID=40&md5=2dd5743a326c872cd0d415186b80db56,"Kato, Charles D. (56531475200); Alibu, Vincent P. (6507708865); Nanteza, Ann (6506578942); Mugasa, Claire M. (24468386500); Matovu, Enock (6602999201)"
2015,Malondialdehyde; Lipid peroxidation plasma biomarker correlated with hepatic fibrosis in human Schistosoma mansoni infection,10.1515/ap-2015-0105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942746292&doi=10.1515%2fap-2015-0105&partnerID=40&md5=6aac00c366d7e292978435ec08d498cb,"Aziz, Inas Abdel (58379096000); Yacoub, Mariam (58252965900); Rashid, Laila (55801841100); Solieman, Ahmad (56512080900)"
2015,Virtual screening of alkaloids from apocynaceae with potential antitrypanosomal activity,10.2174/1574893610666151008011042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959548860&doi=10.2174%2f1574893610666151008011042&partnerID=40&md5=466a8428c9c8979eb64490732ab51963,"Scotti, Marcus T. (14825626700); Speck-Planche, Alejandro (36554954100); Tavares, Josean Fechine (14052955400); Da Silva, Marcelo Sobral (7402847636); Cordeiro, M. Natália D. S. (56375687800); Scotti, Luciana (16744761800)"
